"sample_id","run_name","datetime_collected","fork_length_mm","field_run_type_id"
CLR23_8_A_14,Fall,,,
CLR23_8_A_15,Fall,,,
CLR23_8_A_16,Fall,,,
CLR23_8_A_17,Fall,,,
CLR23_8_A_18,Fall,,,
CLR23_8_A_19,Fall,,,
CLR23_8_A_2,Fall,,,
CLR23_8_A_20,Fall,,,
CLR23_8_A_21,Fall,,,
CLR23_8_A_22,Fall,,,
CLR23_8_A_23,LateFall,,,
CLR23_8_A_24,Fall,,,
CLR23_8_A_25,Fall,,,
CLR23_8_A_3,Fall,,,
CLR23_8_A_4,Fall,,,
CLR23_8_A_5,Fall,,,
CLR23_8_A_6,Fall,,,
CLR23_8_A_7,Fall,,,
CLR23_8_A_8,Fall,,,
CLR23_8_A_9,Fall,,,
CLR23_9_A_1,Fall,,,
CLR23_9_A_10,Fall,,,
CLR23_9_A_11,Fall,,,
CLR23_9_A_12,Fall,,,
CLR23_9_A_13,Fall,,,
CLR23_9_A_14,Fall,,,
CLR23_9_A_15,Fall,,,
CLR23_9_A_16,Fall/LateFall,,,
CLR23_9_A_17,Fall,,,
CLR23_9_A_18,Fall,,,
CLR23_9_A_19,Fall,,,
CLR23_9_A_2,Unknown,,,
CLR23_9_A_20,Fall,,,
CLR23_9_A_21,Fall,,,
CLR23_9_A_22,Fall,,,
CLR23_9_A_23,Fall,,,
CLR23_9_A_24,Fall,,,
CLR23_9_A_25,Fall,,,
CLR23_9_A_3,Fall,,,
CLR23_9_A_4,Fall,,,
CLR23_9_A_5,Spring,,,
CLR23_9_A_6,Unknown,,,
CLR23_9_A_7,Fall,,,
CLR23_9_A_8,Fall,,,
CLR23_9_A_9,Fall,,,
CLR23_9_B_1,Fall,,,
CLR24_10_A_1,Fall,,,
CLR24_10_A_10,Fall,,,
CLR24_10_A_11,Fall,,,
CLR24_10_A_12,Fall,,,
CLR24_10_A_13,Fall,,,
CLR24_10_A_14,Fall,,,
CLR24_10_A_15,Fall,,,
CLR24_10_A_16,Fall,,,
CLR24_10_A_17,Fall,,,
CLR24_10_A_18,Fall,,,
CLR24_10_A_19,Fall,,,
CLR24_10_A_2,Fall,,,
CLR24_10_A_20,Fall,,,
CLR24_10_A_21,Fall,,,
CLR24_10_A_22,Fall,,,
CLR24_10_A_23,Fall,,,
CLR24_10_A_24,Fall,,,
CLR24_10_A_25,Fall,,,
CLR24_10_A_3,Fall,,,
CLR24_10_A_4,Fall,,,
CLR24_10_A_6,Fall,,,
CLR24_10_A_7,Fall,,,
CLR24_10_A_8,Fall,,,
CLR24_10_A_9,Fall,,,
CLR24_10_B_1,Fall,,,
CLR24_10_B_2,Fall,,,
CLR24_10_B_3,Fall,,,
CLR24_10_C_1,Spring,,,
CLR24_11_A_1,LateFall,,,
CLR24_12_A_1,Fall,,,
CLR24_12_A_10,Fall,,,
CLR24_12_A_11,Fall,,,
CLR24_12_A_12,Fall,,,
CLR24_12_A_3,Fall/LateFall,,,
CLR24_12_A_5,LateFall,,,
CLR24_12_A_7,Fall,,,
CLR24_12_A_8,Fall,,,
CLR24_12_A_9,Fall,,,
CLR24_12_B_1,Fall,,,
CLR24_12_B_2,Spring,,,
CLR24_12_B_3,Spring,,,
CLR24_12_B_4,Fall,,,
CLR24_12_B_5,Fall,,,
CLR24_12_B_6,Fall,,,
CLR24_12_B_8,Fall,,,
CLR24_12_C_1,Fall,,,
CLR24_12_C_2,Fall,,,
CLR24_13_A_1,Fall,,,
CLR24_13_A_2,Fall,,,
CLR24_13_A_3,Fall,,,
CLR24_13_A_5,Fall,,,
CLR24_13_A_6,LateFall,,,
CLR24_13_A_7,LateFall,,,
CLR24_13_A_8,LateFall,,,
CLR24_13_B_1,Fall,,,
CLR24_13_B_10,Fall,,,
CLR24_13_B_2,Fall,,,
CLR24_13_B_3,Fall,,,
CLR24_13_B_4,Fall,,,
CLR24_13_B_5,Fall,,,
CLR24_13_B_6,Fall,,,
CLR24_13_B_7,Fall,,,
CLR24_13_B_8,Fall,,,
CLR24_13_C_1,Fall,,,
CLR24_13_C_2,Fall,,,
CLR24_14_A_1,LateFall,,,
CLR24_14_A_2,Fall,,,
CLR24_14_A_3,LateFall,,,
CLR24_14_A_4,LateFall,,,
CLR24_14_A_6,Fall,,,
CLR24_14_A_7,Fall,,,
CLR24_14_A_8,Fall,,,
CLR24_14_B_1,Fall,,,
CLR24_14_B_10,Fall,,,
CLR24_14_B_2,Fall,,,
CLR24_14_B_3,Fall,,,
CLR24_14_B_4,Fall,,,
CLR24_14_B_5,Fall,,,
CLR24_14_B_6,Fall,,,
CLR24_14_B_7,Fall,,,
CLR24_14_B_8,Fall,,,
CLR24_14_B_9,Fall,,,
CLR24_14_C_1,Fall,,,
CLR24_14_C_2,Fall,,,
CLR24_3_A_1,Spring,,,
CLR24_3_A_2,Spring,,,
CLR24_3_A_3,Spring,,,
CLR24_3_A_4,Fall,,,
CLR24_4_A_1,Fall,,,
CLR24_4_A_10,Fall,,,
CLR24_4_A_11,Spring,,,
CLR24_4_A_12,Unknown,,,
CLR24_4_A_13,Unknown,,,
CLR24_4_A_15,Fall,,,
CLR24_4_A_16,Fall,,,
CLR24_4_A_17,Fall,,,
CLR24_4_A_18,Spring,,,
CLR24_4_A_19,Spring,,,
CLR24_4_A_2,Fall,,,
CLR24_4_A_21,Fall,,,
CLR24_4_A_22,Fall,,,
CLR24_4_A_23,Spring,,,
CLR24_4_A_24,Fall,,,
CLR24_4_A_25,Fall,,,
CLR24_4_A_3,Fall,,,
CLR24_4_A_4,Spring,,,
CLR24_4_A_5,Fall,,,
CLR24_4_A_6,Spring,,,
CLR24_4_A_7,Fall,,,
CLR24_4_A_8,Fall,,,
CLR24_4_A_9,Spring,,,
CLR24_4_C_2,Fall,,,
CLR24_4_D_1,Fall,,,
CLR24_5_A_1,Fall,,,
CLR24_5_A_10,Spring,,,
CLR24_5_A_11,Fall,,,
CLR24_5_A_12,Fall,,,
CLR24_5_A_13,Fall,,,
CLR24_5_A_14,Fall,,,
CLR24_5_A_15,Spring,,,
CLR24_5_A_16,Fall,,,
CLR24_5_A_17,Fall,,,
CLR24_5_A_18,Fall,,,
CLR24_5_A_19,Fall,,,
CLR24_5_A_2,Fall,,,
CLR24_5_A_20,Fall,,,
CLR24_5_A_21,Spring,,,
CLR24_5_A_22,Spring,,,
CLR24_5_A_23,Fall,,,
CLR24_5_A_24,Fall,,,
CLR24_5_A_25,Fall,,,
CLR24_5_A_3,Fall,,,
CLR24_5_A_4,Fall,,,
CLR24_5_A_5,Fall,,,
CLR24_5_A_6,Spring,,,
CLR24_5_A_7,Fall,,,
CLR24_5_A_8,Fall,,,
CLR24_5_A_9,Fall,,,
CLR24_6_A_10,Fall,,,
CLR24_6_A_11,Fall,,,
CLR24_6_A_12,Fall,,,
CLR24_6_A_13,Fall,,,
CLR24_6_A_14,Fall,,,
CLR24_6_A_15,Fall,,,
CLR24_6_A_16,Fall,,,
CLR24_6_A_17,Fall,,,
CLR24_6_A_18,Fall,,,
CLR24_6_A_19,Fall,,,
CLR24_6_A_2,Fall,,,
CLR24_6_A_20,Fall,,,
CLR24_6_A_21,Fall,,,
CLR24_6_A_22,Fall,,,
CLR24_6_A_25,Fall,,,
CLR24_6_A_3,Fall,,,
CLR24_6_A_4,Fall,,,
CLR24_6_A_5,Fall,,,
CLR24_6_A_6,Fall,,,
CLR24_6_A_7,Fall,,,
CLR24_6_A_8,Fall,,,
CLR24_6_A_9,Fall,,,
CLR24_6_B_1,Fall,,,
CLR24_7_A_1,Fall,,,
CLR24_7_A_10,Fall,,,
CLR24_7_A_11,Fall,,,
CLR24_7_A_12,Fall,,,
CLR24_7_A_13,Fall,,,
CLR24_7_A_14,Fall,,,
CLR24_7_A_15,Fall,,,
CLR24_7_A_16,Fall,,,
CLR24_7_A_17,Fall,,,
CLR24_7_A_18,Fall,,,
CLR24_7_A_19,Fall,,,
CLR24_7_A_2,Fall,,,
CLR24_7_A_20,Fall,,,
CLR24_7_A_23,Fall,,,
CLR24_7_A_24,Fall,,,
CLR24_7_A_25,Fall,,,
CLR24_7_A_3,Fall,,,
CLR24_7_A_4,Fall,,,
CLR24_7_A_5,Fall,,,
CLR24_7_A_6,Fall,,,
CLR24_7_A_7,Fall,,,
CLR24_7_A_8,Spring,,,
CLR24_7_A_9,Fall,,,
CLR24_7_D_1,Fall,,,
CLR24_8_A_1,Fall,,,
CLR24_8_A_10,Fall,,,
CLR24_8_A_11,Fall,,,
CLR24_8_A_12,Fall,,,
CLR24_8_A_13,Fall,,,
CLR24_8_A_14,Fall,,,
CLR24_8_A_15,Fall,,,
CLR24_8_A_16,Fall,,,
CLR24_8_A_17,Fall,,,
CLR24_8_A_18,Fall,,,
CLR24_8_A_2,Fall,,,
CLR24_8_A_20,Fall,,,
CLR24_8_A_21,Fall,,,
CLR24_8_A_22,Fall,,,
CLR24_8_A_23,Fall,,,
CLR24_8_A_24,Fall,,,
CLR24_8_A_25,Fall,,,
CLR24_8_A_3,Fall,,,
CLR24_8_A_4,Fall,,,
CLR24_8_A_5,Fall,,,
CLR24_8_A_6,Fall,,,
CLR24_8_A_7,Fall,,,
CLR24_8_A_8,Fall,,,
CLR24_8_A_9,Fall,,,
CLR24_8_B_2,Fall,,,
CLR24_8_B_3,Fall,,,
CLR24_9_A_1,Fall,,,
CLR24_9_A_10,Fall,,,
CLR24_9_A_11,Fall,,,
CLR24_9_A_12,Spring,,,
CLR24_9_A_13,Fall,,,
CLR24_9_A_14,Fall,,,
CLR24_9_A_15,Fall,,,
CLR24_9_A_16,Fall,,,
CLR24_9_A_17,Fall,,,
CLR24_9_A_18,Spring,,,
CLR24_9_A_19,Fall,,,
CLR24_9_A_2,Fall,,,
CLR24_9_A_20,Fall,,,
CLR24_9_A_21,Fall,,,
CLR24_9_A_22,Fall,,,
CLR24_9_A_23,Fall,,,
CLR24_9_A_24,Fall,,,
CLR24_9_A_25,Fall,,,
CLR24_9_A_3,Fall,,,
CLR24_9_A_4,Fall,,,
CLR24_9_A_5,Fall,,,
CLR24_9_A_6,Fall,,,
CLR24_9_A_7,Fall,,,
CLR24_9_A_8,Fall,,,
CLR24_9_A_9,Fall,,,
CLR24_9_B_1,Fall,,,
CLR24_9_B_2,Fall,,,
CLR24_9_B_3,Spring,,,
CLR25_2_A_1,Spring/Winter,2024-11-22 18:29:00.000,31,1
CLR25_2_A_10,Spring/Winter,2024-11-24 00:00:00.000,34,1
CLR25_2_A_11,Spring/Winter,2024-11-24 00:00:00.000,33,1
CLR25_2_A_12,Spring/Winter,2024-11-24 00:00:00.000,32,1
CLR25_2_A_13,Spring/Winter,2024-11-24 00:00:00.000,33,1
CLR25_2_A_14,Spring/Winter,2024-11-24 00:00:00.000,34,1
CLR25_2_A_15,Spring/Winter,2024-11-24 00:00:00.000,34,1
CLR25_2_A_16,Spring/Winter,2024-11-24 00:00:00.000,34,1
CLR25_2_A_17,Spring/Winter,2024-11-24 00:00:00.000,34,1
CLR25_2_A_18,Spring/Winter,2024-11-24 00:00:00.000,34,1
CLR25_2_A_19,Spring/Winter,2024-11-24 00:00:00.000,33,1
CLR25_2_A_2,Early/Late Heterozygous,2024-11-23 09:02:00.000,29,1
CLR25_2_A_20,Spring/Winter,2024-11-24 00:00:00.000,34,1
CLR25_2_A_3,Early/Late Heterozygous,2024-11-23 09:13:00.000,30,1
CLR25_2_A_4,Spring/Winter,2024-11-24 00:00:00.000,33,1
CLR25_2_A_5,Spring/Winter,2024-11-24 00:00:00.000,34,1
CLR25_2_A_6,Spring/Winter,2024-11-24 00:00:00.000,33,1
CLR25_2_A_7,Spring/Winter,2024-11-24 00:00:00.000,34,1
CLR25_2_A_8,Spring/Winter,2024-11-24 00:00:00.000,33,1
CLR25_2_A_9,Spring/Winter,2024-11-24 00:00:00.000,34,1
CLR25_2_X_1,Early/Late Heterozygous,2024-11-24 13:02:00.000,81,4
CLR25_3_A_1,Spring,2024-12-05 10:47:00.000,33,2
CLR25_3_A_2,Unknown,2024-12-05 10:53:00.000,34,2
CLR25_3_A_3,Spring,2024-12-06 09:49:00.000,35,2
CLR25_3_A_4,Unknown,2024-12-06 09:54:00.000,32,2
CLR25_3_A_5,Unknown,2024-12-07 09:56:00.000,34,2
CLR25_3_A_6,Spring,2024-12-07 09:58:00.000,34,2
DEL22_10_C_1,LateFall,,,
DEL22_2_A_2,Unknown,,,
DEL22_2_A_3,Unknown,,,
DEL22_4_A_2,Fall,,,
DEL22_4_B_1,Unknown,,,
DEL22_5_A_1,Fall,,,
DEL22_5_A_2,Fall,,,
DEL22_5_A_3,Fall,,,
DEL22_5_B_1,Fall,,,
DEL22_5_B_2,Spring,,,
DEL22_5_B_3,Spring,,,
DEL22_5_B_4,Fall,,,
DEL22_6_A_1,Fall,,,
DEL22_6_A_2,Fall,,,
DEL22_6_A_3,Spring,,,
DEL22_6_B_1,Fall,,,
DEL22_6_B_2,Fall,,,
DEL22_6_B_3,Fall,,,
DEL22_6_B_5,Fall,,,
DEL22_6_B_6,Fall,,,
DEL22_6_B_7,Fall,,,
DEL22_6_C_1,Spring,,,
DEL22_6_C_2,Fall,,,
DEL22_6_C_3,Fall,,,
DEL22_6_C_4,Fall,,,
DEL22_6_D_1,Fall,,,
DEL22_7_B_1,Fall,,,
DEL22_7_B_2,Spring,,,
DEL22_7_C_1,Spring,,,
DEL22_7_C_2,Fall,,,
DEL22_7_C_3,Spring,,,
DEL22_7_C_4,Fall,,,
DEL22_7_C_5,Fall,,,
DEL22_8_C_1,Fall,,,
DEL22_8_C_2,Fall,,,
DEL22_8_C_3,Fall,,,
DEL22_9_C_1,Fall,,,
DEL22_9_C_2,Fall,,,
DEL22_9_C_3,Fall,,,
DEL22_9_C_4,Fall,,,
DEL22_9_C_5,Fall,,,
DEL22_9_C_6,Fall,,,
DEL22_9_D_1,Spring,,,
DEL22_9_D_2,Fall,,,
DEL23_10_A_1,Fall,,,
DEL23_10_A_2,Fall,,,
DEL23_10_A_3,Fall,,,
DEL23_10_A_4,Fall,,,
DEL23_10_A_5,Fall,,,
DEL23_10_B_1,Fall,,,
DEL23_10_B_2,Fall,,,
DEL23_10_B_3,Fall,,,
DEL23_11_A_1,Fall/LateFall,,,
DEL23_11_A_3,Fall/LateFall,,,
DEL23_11_A_5,Fall/LateFall,,,
DEL23_11_B_1,Fall,,,
DEL23_11_B_2,Fall,,,
DEL23_12_B_1,Fall,,,
DEL23_12_B_2,Fall,,,
DEL23_13_B_1,Fall,,,
DEL23_13_B_2,Fall,,,
DEL23_13_B_3,Fall,,,
DEL23_13_B_4,Fall,,,
DEL23_13_B_5,Fall/LateFall,,,
DEL23_13_C_1,Fall,,,
DEL23_13_C_2,Spring,,,
DEL23_13_C_3,Fall,,,
DEL23_13_C_4,Fall,,,
DEL23_13_C_5,Fall,,,
DEL23_13_C_6,Fall,,,
DEL23_7_A_10,Fall,,,
DEL23_7_A_13,Fall,,,
DEL23_7_A_14,Fall,,,
DEL23_7_A_15,Fall,,,
DEL23_7_A_16,Spring,,,
DEL23_7_A_17,Fall,,,
DEL23_7_A_18,Fall,,,
DEL23_7_A_19,Fall,,,
DEL23_7_A_2,Fall,,,
DEL23_7_A_20,Fall,,,
DEL23_7_A_21,Fall,,,
DEL23_7_A_22,Fall,,,
DEL23_7_A_23,Fall,,,
DEL23_7_A_24,Fall,,,
DEL23_7_A_25,Spring,,,
DEL23_7_A_3,Fall,,,
DEL23_7_A_4,Fall,,,
DEL23_7_A_5,Fall,,,
DEL23_7_A_6,Spring,,,
DEL23_7_A_7,Fall,,,
DEL23_7_A_8,Fall,,,
DEL23_7_A_9,Fall/LateFall,,,
DEL23_7_B_1,Fall,,,
DEL23_7_B_2,Fall,,,
DEL23_7_B_3,Fall,,,
DEL23_7_B_4,Spring,,,
DEL23_7_B_5,Fall,,,
DEL23_8_B_1,Fall,,,
DEL23_9_A_1,Fall/LateFall,,,
DEL23_9_A_2,Fall,,,
DEL23_9_B_1,Fall,,,
DEL23_9_B_2,Fall,,,
DEL23_9_B_3,Fall,,,
DEL23_9_B_4,Fall,,,
DEL23_9_B_5,Fall,,,
DEL24_10_A_1,Fall/LateFall,,,
DEL24_10_A_10,Fall,,,
DEL24_10_A_2,Fall,,,
DEL24_10_A_3,Fall,,,
DEL24_10_A_4,Fall,,,
DEL24_10_A_5,Fall,,,
DEL24_10_A_6,Fall,,,
DEL24_10_A_7,Fall,,,
DEL24_10_A_8,Fall,,,
DEL24_10_A_9,Fall,,,
DEL24_10_B_1,Spring,,,
DEL24_10_B_2,Fall,,,
DEL24_10_B_3,Fall,,,
DEL24_10_B_4,Fall,,,
DEL24_10_B_5,Fall,,,
DEL24_10_C_1,Fall,,,
DEL24_10_C_2,Spring,,,
DEL24_10_C_3,Fall,,,
DEL24_10_D_1,Winter,,,
DEL24_10_D_2,Winter,,,
DEL24_10_D_3,Winter,,,
DEL24_11_A_10,Fall,,,
DEL24_11_A_3,Fall,,,
DEL24_11_A_7,Fall,,,
DEL24_11_A_8,Fall,,,
DEL24_11_A_9,Fall,,,
DEL24_11_B_1,Fall,,,
DEL24_11_B_2,Fall,,,
DEL24_11_B_5,Fall,,,
DEL24_11_B_6,Fall,,,
DEL24_11_B_9,Fall,,,
DEL24_11_C_3,Fall,,,
DEL24_11_C_4,Spring,,,
DEL24_11_C_5,Fall,,,
DEL24_11_D_1,Fall,,,
DEL24_11_D_2,Fall,,,
DEL24_11_D_3,Fall,,,
DEL24_12_A_1,Fall,,,
DEL24_12_A_2,Fall,,,
DEL24_12_A_3,Fall,,,
DEL24_12_A_4,LateFall,,,
DEL24_12_A_5,Fall,,,
DEL24_12_B_10,Fall,,,
DEL24_12_B_3,Fall,,,
DEL24_12_B_4,Fall,,,
DEL24_12_B_5,Fall,,,
DEL24_12_B_6,Fall,,,
DEL24_12_B_9,Fall/LateFall,,,
DEL24_12_C_1,Fall,,,
DEL24_12_C_2,Spring,,,
DEL24_12_C_3,Spring,,,
DEL24_12_C_4,Fall,,,
DEL24_12_C_5,Fall,,,
DEL24_12_C_6,Fall,,,
DEL24_12_C_8,Fall,,,
DEL24_12_D_1,Fall,,,
DEL24_12_D_2,Fall,,,
DEL24_13_B_1,Fall,,,
DEL24_13_B_10,Fall,,,
DEL24_13_B_2,Fall,,,
DEL24_13_B_3,Fall,,,
DEL24_13_B_4,Fall,,,
DEL24_13_B_5,Fall,,,
DEL24_13_B_6,Fall,,,
DEL24_13_B_7,Fall,,,
DEL24_13_B_8,Fall,,,
DEL24_13_B_9,Fall,,,
DEL24_13_C_1,Fall,,,
DEL24_13_C_2,Fall,,,
DEL24_13_C_3,Fall,,,
DEL24_13_C_4,Fall,,,
DEL24_14_B_1,Fall,,,
DEL24_14_B_2,Fall,,,
DEL24_14_B_3,Fall,,,
DEL24_14_B_4,Fall,,,
DEL24_14_C_1,Fall,,,
DEL24_14_C_2,Fall,,,
DEL24_14_C_3,Fall,,,
DEL24_14_C_4,Fall,,,
DEL24_14_C_5,Fall,,,
DEL24_14_D_1,Fall,,,
DEL24_14_D_2,Fall,,,
DEL24_14_D_3,Fall,,,
DEL24_2_A_1,Winter,,,
DEL24_2_A_2,Winter,,,
DEL24_3_A_1,Winter,,,
DEL24_3_A_2,Winter,,,
DEL24_5_A_1,Fall,,,
DEL24_5_A_2,Spring,,,
DEL24_5_A_3,Spring,,,
DEL24_5_A_4,Spring,,,
DEL24_5_A_5,Fall,,,
DEL24_5_A_6,Fall,,,
DEL24_5_A_7,Spring,,,
DEL24_5_A_8,Fall,,,
DEL24_5_A_9,Fall,,,
DEL24_5_B_1,Winter,,,
DEL24_5_B_2,Winter,,,
DEL24_5_B_3,Winter,,,
DEL24_6_A_10,Fall,,,
DEL24_6_A_2,Fall,,,
DEL24_6_A_3,Fall,,,
DEL24_6_A_4,Fall,,,
DEL24_6_A_5,Fall,,,
DEL24_6_A_6,Spring,,,
DEL24_6_A_7,Fall,,,
DEL24_6_A_8,Spring,,,
DEL24_6_A_9,Fall,,,
DEL24_6_B_1,Winter,,,
DEL24_6_B_2,Winter,,,
DEL24_6_B_3,Fall,,,
DEL24_7_A_1,Fall,,,
DEL24_7_A_10,Fall,,,
DEL24_7_A_11,Fall,,,
DEL24_7_A_12,Fall,,,
DEL24_7_A_13,Fall,,,
DEL24_7_A_14,Fall,,,
DEL24_7_A_15,Fall,,,
DEL24_7_A_16,Fall,,,
DEL24_7_A_17,Fall,,,
DEL24_7_A_18,Spring,,,
DEL24_7_A_19,Fall,,,
DEL24_7_A_2,Fall,,,
DEL24_7_A_20,Fall,,,
DEL24_7_A_21,Fall,,,
DEL24_7_A_22,Fall,,,
DEL24_7_A_23,Fall,,,
DEL24_7_A_24,Fall,,,
DEL24_7_A_25,Fall,,,
DEL24_7_A_26,LateFall,,,
DEL24_7_A_27,Fall,,,
DEL24_7_A_28,Spring,,,
DEL24_7_A_29,Fall,,,
DEL24_7_A_3,Spring,,,
DEL24_7_A_30,Fall,,,
DEL24_7_A_4,Fall,,,
DEL24_7_A_5,Spring,,,
DEL24_7_A_6,Fall,,,
DEL24_7_A_7,Fall,,,
DEL24_7_A_8,Fall,,,
DEL24_7_A_9,Fall,,,
DEL24_7_B_1,Fall,,,
DEL24_7_B_2,Spring,,,
DEL24_7_B_3,Fall,,,
DEL24_7_B_4,Fall,,,
DEL24_7_B_5,Spring,,,
DEL24_8_A_1,Fall,,,
DEL24_8_A_10,Fall,,,
DEL24_8_A_2,Fall,,,
DEL24_8_A_3,Fall,,,
DEL24_8_A_4,Fall,,,
DEL24_8_A_5,Fall,,,
DEL24_8_A_6,Fall,,,
DEL24_8_A_7,Fall,,,
DEL24_8_A_8,Fall,,,
DEL24_8_A_9,Fall,,,
DEL24_8_B_1,Fall,,,
DEL24_8_B_2,Fall,,,
DEL24_8_B_3,Spring,,,
DEL24_8_B_4,Spring,,,
DEL24_8_B_5,Spring,,,
DEL24_9_A_1,Fall,,,
DEL24_9_A_10,Fall,,,
DEL24_9_A_2,Fall,,,
DEL24_9_A_3,Fall,,,
DEL24_9_A_4,Fall,,,
DEL24_9_A_5,Fall,,,
DEL24_9_A_6,Fall,,,
DEL24_9_A_7,Fall,,,
DEL24_9_A_8,Fall,,,
DEL24_9_A_9,Fall,,,
DEL24_9_B_1,Fall,,,
DEL24_9_B_2,Fall,,,
DEL24_9_B_3,Fall,,,
DEL24_9_B_4,Fall,,,
DEL24_9_B_5,Fall,,,
DEL25_1_X_1,Spring/Winter,2024-11-07 10:00:00.000,40,4
DER23_11_A_1,Spring,,,
DER23_12_A_1,Spring,,,
DER23_12_B_1,Spring,,,
DER23_12_C_1,Fall,,,
DER23_14_B_2,Spring,,,
DER23_14_B_3,Spring,,,
DER23_14_C_1,Spring,,,
DER23_14_C_2,Fall,,,
DER23_14_C_4,Spring,,,
DER23_14_C_5,Spring,,,
DER23_14_D_1,Spring,,,
DER23_14_D_2,Fall,,,
DER23_14_D_3,Fall,,,
DER23_14_D_4,Spring,,,
DER23_14_D_5,Unknown,,,
DER23_14_D_6,Fall,,,
DER23_14_D_7,Spring,,,
DER23_14_D_8,Spring,,,
DER23_14_D_9,Fall,,,
DER23_14_E_1,Spring,,,
DER23_1_C_1,Spring,,,
DER23_1_C_2,Spring,,,
DER23_1_C_3,Spring,,,
DER23_1_D_1,Spring,,,
DER23_1_D_2,Spring,,,
DER23_1_D_3,Spring,,,
DER23_1_E_1,Spring,,,
DER23_2_D_1,Spring,,,
DER23_3_C_1,Spring,,,
DER23_3_C_2,Spring,,,
DER23_3_C_3,Spring,,,
DER23_3_C_4,Spring,,,
DER23_3_C_5,Spring,,,
DER23_3_C_6,Spring,,,
DER23_3_D_1,Unknown,,,
DER23_3_D_10,Spring,,,
DER23_3_D_2,Spring,,,
DER23_3_D_3,Spring,,,
DER23_3_D_4,Spring,,,
DER23_3_D_5,Spring,,,
DER23_3_D_6,Spring,,,
DER23_3_D_7,Unknown,,,
DER23_3_D_8,Spring,,,
DER23_3_D_9,Spring,,,
DER23_3_E_1,Spring,,,
DER23_3_E_2,Spring,,,
DER23_4_D_1,Spring,,,
DER23_7_A_1,Fall,,,
DER23_7_A_2,Spring,,,
DER23_7_A_3,Spring,,,
DER23_8_A_1,Spring,,,
DER23_8_A_10,Spring,,,
DER23_8_A_11,Spring,,,
DER23_8_A_12,Spring,,,
DER23_8_A_13,Spring,,,
DER23_8_A_14,Spring,,,
DER23_8_A_15,Spring,,,
DER23_8_A_16,Spring,,,
DER23_8_A_17,Spring,,,
DER23_8_A_18,Spring,,,
DER23_8_A_19,Spring,,,
DER23_8_A_2,Spring,,,
DER23_8_A_20,Spring,,,
DER23_8_A_3,Spring,,,
DER23_8_A_4,Spring,,,
DER23_8_A_6,Spring,,,
DER23_8_A_7,Spring,,,
DER23_8_A_8,Spring,,,
DER23_8_A_9,Spring,,,
DER23_8_E_1,Spring,,,
DER23_9_A_1,Unknown,,,
DER23_9_A_2,Spring,,,
DER24_10_A_1,Fall,,,
DER24_10_A_2,Fall,,,
DER24_10_A_3,Fall,,,
DER24_10_D_1,Spring,,,
DER24_11_A_1,Fall,,,
DER24_11_A_2,Spring,,,
DER24_11_A_3,Spring,,,
DER24_13_B_1,Spring,,,
DER24_13_B_2,Fall,,,
DER24_13_B_3,Spring,,,
DER24_13_C_1,Spring,,,
DER24_13_C_2,Fall,,,
DER24_13_C_3,Fall,,,
DER24_14_B_1,Fall/LateFall,,,
DER24_3_D_1,Spring,,,
DER24_4_D_2,Fall,,,
DER24_4_D_3,Spring,,,
DER24_4_D_5,Spring,,,
DER24_5_C_1,Spring,,,
DER24_5_D_1,Spring,,,
DER24_5_D_2,Spring,,,
DER24_5_D_3,Spring,,,
DER24_5_D_4,Spring,,,
DER24_6_A_1,Spring,,,
DER24_6_C_1,Spring,,,
DER24_6_D_1,Spring,,,
DER24_6_D_10,Spring,,,
DER24_6_D_11,Spring,,,
DER24_6_D_12,Spring,,,
DER24_6_D_13,Spring,,,
DER24_6_D_14,Spring,,,
DER24_6_D_15,Spring,,,
DER24_6_D_17,Spring,,,
DER24_6_D_4,Spring,,,
DER24_6_D_5,Spring,,,
DER24_6_D_6,Spring,,,
DER24_6_D_7,Spring,,,
DER24_6_D_8,Spring,,,
DER24_6_D_9,Spring,,,
DER24_6_E_1,Spring,,,
DER24_6_E_2,Spring,,,
DER24_6_E_3,Spring,,,
DER24_8_A_1,Fall,,,
DER24_8_A_2,Spring,,,
DER24_8_A_3,Fall,,,
DER24_8_D_1,Spring,,,
DER24_9_A_1,Spring,,,
DER24_9_A_2,Fall,,,
DER24_9_A_4,Fall,,,
DER24_9_A_5,Fall,,,
DER24_9_D_1,Spring,,,
DER24_9_D_2,Spring,,,
DER24_9_D_3,Spring,,,
DER24_9_E_1,Spring,,,
F1722_10_A_10,Fall,,,
F1722_10_A_11,Fall,,,
F1722_10_A_12,Fall,,,
F1722_10_A_13,Fall,,,
F1722_10_A_14,Fall,,,
F1722_10_A_15,Fall,,,
F1722_10_A_16,Fall,,,
F1722_10_A_18,Fall,,,
F1722_10_A_19,Fall,,,
F1722_10_A_2,Fall,,,
F1722_10_A_20,Fall,,,
F1722_10_A_22,Fall,,,
F1722_10_A_24,Fall,,,
F1722_10_A_26,Fall,,,
F1722_10_A_27,Fall,,,
F1722_10_A_28,Fall,,,
F1722_10_A_29,Fall,,,
F1722_10_A_3,Fall,,,
F1722_10_A_30,LateFall,,,
F1722_10_A_4,Fall,,,
F1722_10_A_6,Fall,,,
F1722_10_A_7,Fall,,,
F1722_10_A_8,Fall,,,
F1722_10_A_9,Fall,,,
F1722_10_B_1,Fall,,,
F1722_10_B_10,Fall,,,
F1722_10_B_11,Fall,,,
F1722_10_B_12,Fall,,,
F1722_10_B_13,Fall,,,
